COD_ACTE,DT_MODIF,NOM_LONG
MDFA005,2024-11-04,"R‚section ""en bloc"" d'os du carpe et/ou du m‚tacarpe"
MEFC002,2024-11-04,"Synovectomie totale de l'articulation scapulohum‚rale, par arthroscopie"
MEGA001,2024-11-04,"Ablation d'une prothŠse de l'articulation scapulohum‚rale, avec arthrodŠse scapulohum‚rale"
MEGA002,2024-11-04,Ablation d'une prothŠse de l'articulation scapulohum‚rale
MEJA001,2024-11-04,"Nettoyage de l'articulation scapulohum‚rale, par arthrotomie"
MEJC001,2024-11-04,"Nettoyage de l'articulation scapulohum‚rale, par arthroscopie"
MEKA001,2024-11-04,Changement d'une prothŠse totale scapulohum‚rale
MEKA002,2024-11-04,"Changement d'une prothŠse hum‚rale et/ou de la piŠce gl‚no‹dale d'une prothŠse totale scapulohum‚rale, avec reconstruction osseuse"
MEKA003,2024-11-04,Changement d'une prothŠse hum‚rale pour une prothŠse totale scapulohum‚rale
MEKA004,2024-11-04,"Changement d'une prothŠse hum‚rale ou de la piŠce gl‚no‹dale d'une prothŠse totale scapulohum‚rale, sans reconstruction osseuse"
MEKA005,2024-11-04,"Remplacement de l'articulation scapulohum‚rale par prothŠse hum‚rale unipolaire ou … cupule mobile, avec r‚insertion, suture et/ou autoplastie de la coiffe des rotateurs de l'‚paule"
MEKA006,2024-11-04,Remplacement de l'articulation scapulohum‚rale par prothŠse totale
MEKA007,2024-11-04,"Remplacement de l'articulation scapulohum‚rale par prothŠse totale, avec ost‚otomie de l'extr‚mit‚ proximale de l'hum‚rus"
MEKA008,2024-11-04,"Remplacement de l'articulation scapulohum‚rale par prothŠse totale, avec r‚insertion, suture et/ou autoplastie de la coiffe des rotateurs de l'‚paule"
MEKA009,2024-11-04,"Remplacement de l'articulation scapulohum‚rale par prothŠse hum‚rale unipolaire ou par cupule mobile, avec ost‚otomie de l'extr‚mit‚ proximale de l'hum‚rus"
PBJH001,2024-11-04,"vacuation de calcification articulaire d'un membre, par voie transcutan‚e avec guidage radiologique"
PBLB001,2024-11-04,"Injection d'agent pharmacologique dans l'appareil capsuloligamentaire d'une articulation, par voie transcutan‚e sans guidage"
PBLB002,2024-11-04,SynoviorthŠse chimique d'un membre
PBLL001,2024-11-04,SynoviorthŠse isotopique d'un membre
PBQM001,2024-11-04,chographie unilat‚rale ou bilat‚rale de plusieurs articulations
PBQM002,2024-11-04,chographie unilat‚rale ou bilat‚rale de l'articulation
PBQM003,2024-11-04,chographie unilat‚rale ou bilat‚rale d'une articulation et de son appareil capsuloligamentair
PBQM004,2024-11-04,chographie unilat‚rale ou bilat‚rale de plusieurs articulations et de leur appareil capsuloligamentair
PCCA001,2024-11-04,Suture de rupture de muscle
PCCA002,2024-11-04,Suture de plaie ou de rupture de tendon
MHPA002,2024-11-04,"Lib‚ration mobilisatrice d'une articulation de la main, par abord direct"
MHPA003,2024-11-04,"Lib‚ration mobilisatrice de plusieurs articulations de la main avec lib‚ration de tendon, par abord direct"
MHPA004,2024-11-04,"Lib‚ration mobilisatrice d'une articulation de la main avec lib‚ration de tendon, par abord direct"
MHQH001,2024-11-04,Arthrographie m‚tacarpophalangienne ou interphalangienne de doigt
MHQP001,2024-11-04,"Bilan fonctionnel des articulations de la main, sous anesth‚sie g‚n‚rale ou locor‚gionale"
MJAA001,2024-11-04,"Allongement des tendons et/ou des muscles extenseurs de la main ou des doigts, par abord direct"
MJAA002,2024-11-04,"Allongement des tendons et/ou d‚sinsertion des muscles fl‚chisseurs de la main ou des doigts, par abord direct"
MJCA001,2024-11-04,"Suture de plaie d'un tendon d'un muscle fl‚chisseur des doigts sur un rayon de la main, par abord direct"
MJCA002,2024-11-04,"Suture de plaies des 2 tendons des muscles fl‚chisseurs des doigts sur un rayon de la main, par abord direct"
MJCA003,2024-11-04,"Suture de plaies de tendon des muscles fl‚chisseurs des doigts, d'un nerf et d'une artŠre digitaux palmaires, sur un rayon de la main"
MJCA005,2024-11-04,"Suture de plaies d'un tendon d'un muscle fl‚chisseur des doigts et de 2 nerfs digitaux palmaires, sur un rayon de la main"
QAMA004,2024-11-04,R‚paration de perte de substance de l'extr‚mit‚ c‚phalique par lambeau de fascia temporal avec autogreffe de peau
QAMA005,2024-11-04,R‚paration de perte de substance de l'extr‚mit‚ c‚phalique par lambeau de fascia temporal
QAMA006,2024-11-04,"Lissage cervicofacial unilat‚ral [H‚milifting facial], par abord direct"
QAMA007,2024-11-04,"Lissage [Lifting] temporal bilat‚ral, par abord direct"
QAMA008,2024-11-04,R‚paration de perte de substance de l'extr‚mit‚ c‚phalique par lambeau scalpant
QAMA009,2024-11-04,"Lissage [Lifting] cervicofacial bilat‚ral avec platysmaplastie, par abord direct"
QAMA010,2024-11-04,"Lissage [Lifting] cervicofacial bilat‚ral, par abord direct"
QZGA008,2024-11-04,Ablation d'un dispositif d'expansion de la peau ou d'un implant souscutan‚ d‚finitif
QZGA010,2024-11-04,Ablation d'un systŠme diffuseur ou d'une pompe souscutan‚ implant‚
QZGP001,2024-11-04,"Ablation des supports de culture de k‚ratinocytes autologues pour br–lure, sur 20% … 30% de la surface corporelle"
LBPA040,2024-11-04,"Ost‚otomie sagittale bilat‚rale du ramus de la mandibule [supralingulaire et pr‚angulaire], avec ost‚otomie maxillaire d'avanc‚e type Le Fort I non segment‚e et ost‚otomie de transposition du menton osseux, par abord intrabuccal"
LBPA041,2024-11-04,"Ost‚otomie angulaire ou pr‚angulaire de la mandibule, par abord facial"
LBPA042,2024-11-04,"Ost‚otomie sagittale bilat‚rale du ramus de la mandibule [supralingulaire et pr‚angulaire], par abord intrabuccal"
LBPA043,2024-11-04,"Ost‚otomie sagittale intermaxillaire avec pose d'un disjoncteur fixe, par abord intrabuccal"
LBQH001,2024-11-04,Arthrographie unilat‚rale de l'articulation temporomandibulair
LBGA009,2024-11-04,"Ablation de 7 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'adulte"
LBGA049,2024-11-04,"Ablation de 4 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'enfant"
LBGA052,2024-11-04,"Ablation de 9 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'adulte"
LBGA113,2024-11-04,"Ablation de 11 implants intraosseux intrabuccaux ou plus, avec r‚section osseuse"
LBGA139,2024-11-04,"Ablation de 8 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'adulte"
LBGA168,2024-11-04,"Ablation de 10 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'adulte"
LBGA280,2024-11-04,"Ablation d'1 implant intraosseux intrabuccal avec r‚section osseuse, chez l'enfant"
QZJA014,2024-11-04,"Pansement chirurgical initial de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur plus de 60% de la surface corporelle"
QEMA788,2024-11-04,"Reconstruction du sein par lambeau cutan‚ograisseux libre perforant du p‚dicule f‚moral profond [lambeau PAP [Profunda Artery Perforator]], avec anastomoses vasculaires"
QEMB001,2024-11-04,S‚ance de r‚fection de l'aspect de la plaque ar‚olomamelonnaire par dermopigmentation
QEPA001,2024-11-04,Capsulotomie mammaire avec changement de loge de l'implant proth‚tique
QEQH001,2024-11-04,Galactographie
QEQK003,2024-11-04,Radiographie de contr“le de piŠce op‚ratoire d'ex‚rŠse mammaire
LEMP001,2024-11-04,Confection d'un appareil rigide d'immobilisation de la colonne vert‚brale thoracique et lombale
LEPA001,2024-11-04,"Ost‚otomie ant‚rieure ou discectomie totale pour d‚formation rigide de la colonne vert‚brale avec arthrodŠse, sans correction instrumentale, sur 1 … 3 vertŠbres, par thoraco-phr‚no-laparotomie"
LEPA002,2024-11-04,"Ost‚otomie ant‚rieure ou discectomie totale pour d‚formation rigide de la colonne vert‚brale avec arthrodŠse, sans correction instrumentale, sur 1 … 3 vertŠbres, par thoracotomie"
LCJA003,2024-11-04,"vacuation de collection p‚rimaxillaire ou p‚rimandibulaire, par abord intrabuccal"
LCJA004,2024-11-04,"vacuation de collection de la r‚gion des muscles masticateurs, par abord intrabuccal"
LCLB001,2024-11-04,S‚ance d'injection de toxine botulique au niveau de la face
LCMA001,2024-11-04,R‚animation de l'h‚miface paralys‚e par lambeau musculaire libre avec anastomoses vasculaires et nerveuses
LCPA001,2024-11-04,"Lib‚ration d'une r‚traction des tissus mous de la r‚gion masticatrice, par abord direct"
LCPA002,2024-11-04,"T‚notomie du muscle sterno-cl‚ido-masto‹dien, pour torticolis cong‚nital"
LCQK002,2024-11-04,Radiographie des tissus mous du cou
JELA002,2024-11-04,"Pose d'une prothŠse sphinct‚rienne urinaire p‚riur‚trale p‚nienne ou bulbomembranac‚e [bulbomembraneuse], par abord direct"
JELA003,2024-11-04,"Pose d'une prothŠse sphinct‚rienne urinaire p‚riur‚troprostatique, par laparotomie"
JELA004,2024-11-04,"Pose d'une prothŠse sphinct‚rienne urinaire p‚ricervicale avec abord r‚trov‚sical chez l'homme, par laparotomie"
JELB003,2024-11-04,"Pose de prothŠse sphinct‚rienne ajustable p‚riur‚trale chez l'homme, par voie transcutan‚e avec guidage radiologique"
JVQF005,2024-11-04,"preuve de filtration glom‚rulaire r‚nale par administration de substance exogŠne, avec recueil urinaire, avec ‚preuve de stimulation"
JVQF006,2024-11-04,"preuve de filtration glom‚rulaire r‚nale par administration de substance exogŠne, sans recueil urinaire"
JVQF007,2024-11-04,valuation de la dose de dialyse p‚riton‚ale par pr‚lŠvement unique de sang et de dialysat
JVQF008,2024-11-04,"preuve de filtration glom‚rulaire r‚nale par administration de substance exogŠne, sans recueil urinaire, avec ‚preuve de stimulation"
DBKA011,2024-11-04,"Remplacement de la valve aortique par prothŠse en position non anatomique, par thoracotomie avec CEC"
DBKA012,2024-11-04,"Remplacement de la valve pulmonaire par homogreffe ou bioprothŠse sans armature, par thoracotomie avec CEC"
DBLA001,2024-11-04,"Pose d'un tube valv‚ ou non entre un ventricule et l'artŠre pulmonaire, par thoracotomie avec CEC"
DBLA002,2024-11-04,"Pose d'un tube valv‚ entre un ventricule et l'aorte, par thoracotomie avec CEC"
DBLA003,2024-11-04,"Pose d'un tube valv‚ entre le ventricule gauche et l'aorte [tube apicoaortique], par thoraco-phr‚no-laparotomie avec CEC"
DBLA004,2024-11-04,"Pose d'une bioprothŠse de la valve aortique, par abord de l'apex du coeur par thoracotomie sans CEC"
DBLF001,2024-11-04,"Pose d'une bioprothŠse de la valve aortique, par voie art‚rielle transcutan‚e"
DBLF009,2024-11-04,Pose d'une bioprothŠse de la valve pulmonaire par voie veineuse transcutan‚e
DBMA001,2024-11-04,"Reconstruction de la voie aortique par ‚largissement ant‚rodroit de l'anneau avec remplacement de la valve, par thoracotomie avec CEC"
DBMA002,2024-11-04,"Valvoplastie atrioventriculaire gauche, par thoracotomie avec CEC"
DBMA003,2024-11-04,"Annuloplastie atrioventriculaire gauche, par thoracotomie avec CEC"
DBMA004,2024-11-04,"Reconstruction de la voie aortique par transfert de la valve pulmonaire en position aortique avec reconstruction de la voie pulmonaire, par thoracotomie avec CEC"
DBMA005,2024-11-04,"Reconstruction de l'anneau atrioventriculaire gauche avec remplacement de la valve par homogreffe, par thoracotomie avec CEC"
DBMA006,2024-11-04,"Reconstruction de l'anneau aortique avec remplacement de la valve par bioprothŠse sans armature, par thoracotomie avec CEC"
DBMA007,2024-11-04,"Reconstruction de l'anneau atrioventriculaire gauche avec valvoplastie, par thoracotomie avec CEC"
DBMA008,2024-11-04,"Annuloplastie atrioventriculaire droite, par thoracotomie avec CEC"
DBMA009,2024-11-04,"Reconstruction de l'anneau aortique avec remplacement de la valve par prothŠse m‚canique ou bioprothŠse avec armature, par thoracotomie avec CEC"
MHFA002,2024-11-04,Ex‚rŠse de kyste synovial ou muco‹de d'une articulation ou d'une gaine fibreuse de la main
MHFA003,2024-11-04,"Synovectomie de plusieurs articulations m‚tacarpophalangiennes et/ou interphalangiennes de doigt, par abord direct"
LBFA022,2024-11-04,"R‚section interruptrice du processus condylaire de la mandibule par abord direct, avec pose de dispositif terminal, sans comblement"
LBFA023,2024-11-04,"Ex‚rŠse de l‚sion de l'os maxillaire et/ou du corps de la mandibule de moins de 2 cm de grand axe, par abord intrabuccal"
JLND001,2024-11-04,"Destruction de l‚sion du vagin, sans laser"
JLND002,2024-11-04,"Destruction de l‚sion du vagin, avec laser"
LHNH001,2024-11-04,"Thermocoagulation de facettes articulaires de vertŠbre, par voie transcutan‚e avec guidage radiologique"
LHPA003,2024-11-04,"Laminotomie vert‚brale sans exploration du contenu intradural, par abord post‚rieur ou par abord post‚rolat‚ral"
LHPA004,2024-11-04,"Mise … plat d'une l‚sion vert‚brale infectieuse ou ossifluente, par abord post‚rieur"
LHPA006,2024-11-04,"Laminotomie vert‚brale avec exploration du contenu intradural et plastie de la dure-mŠre, par abord post‚rieur ou par abord post‚rolat‚ral"
LHPA010,2024-11-04,"Laminotomie vert‚brale avec exploration du contenu intradural sans plastie de la dure-mŠre, par abord post‚rieur ou par abord post‚rolat‚ral"
LHPH907,2024-11-04,"Ex‚rŠse d'un disque intervert‚bral, par voie transcutan‚e avec guidage radiologique [Nucl‚otomie transcutan‚e]"
LHQH001,2024-11-04,Arthrographie d'articulation vert‚brale post‚rieure
JKFA020,2024-11-04,"Colpohyst‚rectomie totale ‚largie aux paramŠtres, par coelioscopie et par abord vaginal"
JKFA021,2024-11-04,"Hyst‚rectomie totale avec annexectomie unilat‚rale ou bilat‚rale et colpop‚rin‚orraphie ant‚rieure ou post‚rieure, par abord vaginal"
JKFA022,2024-11-04,"Myomectomie multiple de l'ut‚rus, par laparotomie"
JKFA023,2024-11-04,"Colpohyst‚rectomie totale ‚largie aux paramŠtres, par abord vaginal"
JKFA024,2024-11-04,"Hyst‚rectomie subtotale, par laparotomie"
JKFA025,2024-11-04,"Hyst‚rectomie totale avec colpop‚rin‚orraphie ant‚rieure ou post‚rieure, par abord vaginal"
JKFA026,2024-11-04,"Hyst‚rectomie totale, par abord vaginal"
JKFA027,2024-11-04,"Colpohyst‚rectomie totale ‚largie aux paramŠtres, par laparotomie"
JKFA028,2024-11-04,"Hyst‚rectomie totale avec annexectomie unilat‚rale ou bilat‚rale, par laparotomie"
LBFA033,2024-11-04,Maxillectomie moyenne
LBFA034,2024-11-04,"R‚section interruptrice lat‚roterminale de la mandibule par abord direct, sans pose de dispositif lat‚roterminal ni comblement"
LBFA035,2024-11-04,"R‚section d'un bloc d'ankylose temporomandibulaire complŠte, par abord direct"
LBFA036,2024-11-04,"R‚section interruptrice extracondylaire segmentaire lat‚rale de la mandibule par abord direct, sans pose de dispositif intrafocal de contention ni comblement"
LBFA037,2024-11-04,"R‚section interruptrice lat‚roterminale de la mandibule par abord direct, avec pose de dispositif lat‚roterminal de contention, sans comblement"
LBFA038,2024-11-04,"R‚section interruptrice du processus condylaire de la mandibule par abord direct, avec comblement par autogreffe chondrocostale"
LBFA039,2024-11-04,"R‚section interruptrice lat‚roterminale de la mandibule par abord direct, avec comblement par autogreffe chondrocostale"
LBGA001,2024-11-04,"Ablation de corps ‚tranger de l'articulation temporomandibulaire, par arthrotomie"
LBGA002,2024-11-04,"Ablation de 3 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'adulte"
LBGA354,2024-11-04,"Ablation de 3 implants intraosseux intrabuccaux avec r‚section osseuse, chez l'enfant"
LBGA441,2024-11-04,"Ablation de 2 implants intraosseux intrabuccaux  avec r‚section osseuse, chez l'enfant"
JMMA005,2024-11-04,Nymphoplastie de r‚duction
JMPA001,2024-11-04,Incision de la glande vestibulaire majeure [de Bartholin]
JMPA002,2024-11-04,"P‚rin‚otomie m‚diane sans lambeau cutan‚ p‚rin‚al, pour ‚largissement de l'orifice du vagin"
JMPA003,2024-11-04,Lib‚ration chirurgicale d'adh‚rences de la vulve
JMPA004,2024-11-04,P‚rin‚otomie m‚diane avec lambeau cutan‚ p‚rin‚al
LBQK003,2024-11-04,"Bilan de dysmorphose dento-maxillo-faciale avec trac‚ et analyse c‚phalom‚trique tridimensionnelle ou analyse architecturale craniofaciale, et simulation des objectifs de traitement sur moulage et/ou sur trac‚ c‚phalom‚trique"
LBQK004,2024-11-04,"Bilan de dysmorphose dento-maxillo-faciale avec trac‚ et analyse c‚phalom‚trique tridimensionnelle, ou trac‚ et analyse architecturale craniofaciale"
LBQK005,2024-11-04,Radiographie unilat‚rale ou bilat‚rale de l'articulation temporomandibulaire
LBQP001,2024-11-04,Enregistrement des rapports maxillomandibulaires en vue de la programmation d'un articulateur
LBQP002,2024-11-04,Enregistrement ‚lectronique des mouvements de la mandibule
LCFA001,2024-11-04,Excision nasog‚nienne avec myotomie ou myectomie de sym‚trisation faciale pour traitement palliatif de la paralysie faciale
